,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,price,bat_bed,sqft_floors
1944,5,2.0,2.0,0,0,3,10,4150,0,98053,930800,0.4,2075.0
1945,4,3.0,1.0,0,3,5,8,1530,1370,98008,930000,0.75,1530.0
1946,4,2.0,1.0,0,0,3,7,1030,400,98023,215000,0.5,1030.0
1947,2,2.0,1.0,1,4,4,6,1008,0,98070,480000,1.0,1008.0
1948,2,2.0,1.0,0,0,4,6,840,640,98116,483945,1.0,840.0
1949,3,2.0,1.0,0,0,4,7,1240,0,98074,347000,0.6666666666666666,1240.0
1950,3,2.0,1.0,0,0,4,7,1110,260,98023,232500,0.6666666666666666,1110.0
1951,4,2.0,1.0,0,0,4,8,1190,580,98058,390000,0.5,1190.0
1952,3,2.0,1.0,0,0,3,8,1410,750,98007,550000,0.6666666666666666,1410.0
1953,4,2.0,2.0,0,0,3,9,2340,0,98029,590000,0.5,1170.0
1954,1,1.0,1.0,0,0,5,5,960,0,98014,420850,1.0,960.0
1955,4,2.0,1.0,0,3,3,7,1390,890,98188,345000,0.5,1390.0
1956,3,2.0,1.0,0,0,3,8,1970,0,98038,429800,0.6666666666666666,1970.0
1957,4,2.0,2.0,0,0,3,7,1530,0,98058,302000,0.5,765.0
1958,4,2.0,2.0,0,0,4,8,1790,0,98103,800000,0.5,895.0
1959,3,2.0,2.0,0,0,3,8,1700,0,98092,250000,0.6666666666666666,850.0
1960,3,2.0,1.0,0,0,4,7,1330,1330,98199,605000,0.6666666666666666,1330.0
1961,3,2.0,1.0,0,0,4,8,1950,0,98042,412000,0.6666666666666666,1950.0
1962,3,2.0,2.0,0,0,3,6,1340,0,98055,252000,0.6666666666666666,670.0
1963,3,1.0,2.0,0,0,3,7,1130,0,98118,375000,0.3333333333333333,565.0
1964,2,2.0,1.0,0,0,5,7,1010,940,98103,725000,1.0,1010.0
1965,5,4.0,1.0,0,1,3,8,2120,1670,98056,471750,0.8,2120.0
1966,4,2.0,2.0,0,0,3,7,2020,0,98027,490000,0.5,1010.0
1967,2,1.0,1.0,0,0,3,7,800,0,98117,439000,0.5,800.0
1968,4,2.0,1.0,0,0,5,6,1770,0,98166,355000,0.5,1770.0
1969,1,1.0,1.0,0,0,3,6,940,0,98019,250000,1.0,940.0
1970,4,2.0,1.0,0,0,3,10,2260,0,98006,780000,0.5,2260.0
1971,2,1.0,1.0,0,0,4,6,890,0,98116,409000,0.5,890.0
1972,2,1.0,1.0,0,0,4,6,860,0,98117,420000,0.5,860.0
1973,1,1.0,1.0,0,0,3,5,680,0,98115,200000,1.0,680.0
1974,2,2.0,1.0,0,0,4,7,2130,0,98033,830000,1.0,2130.0
1975,3,2.0,2.0,0,0,3,9,2390,0,98074,695000,0.6666666666666666,1195.0
1976,4,3.0,2.0,0,0,3,10,3488,0,98074,815000,0.75,1744.0
1977,3,2.0,1.0,0,0,3,7,820,440,98042,210000,0.6666666666666666,820.0
1978,3,2.0,1.0,0,2,4,8,1590,1350,98177,635000,0.6666666666666666,1590.0
1979,4,2.0,2.0,0,0,3,9,2440,0,98056,562500,0.5,1220.0
1980,4,2.0,2.0,0,0,3,10,2600,0,98023,402500,0.5,1300.0
1981,3,2.0,1.0,0,0,4,7,1040,1040,98115,555000,0.6666666666666666,1040.0
1982,3,1.0,1.0,0,0,3,7,1990,0,98034,310000,0.3333333333333333,1990.0
1983,4,2.0,2.0,0,0,3,9,2840,0,98019,500000,0.5,1420.0
1984,6,3.0,1.0,0,0,3,7,1610,1020,98125,430000,0.5,1610.0
1985,3,4.0,2.0,0,0,4,10,2460,360,98112,1600000,1.3333333333333333,1230.0
1986,4,1.0,2.0,0,0,3,7,1560,0,98103,627500,0.25,780.0
1987,4,2.0,2.0,0,0,3,8,2330,0,98178,335000,0.5,1165.0
1988,4,2.0,1.0,0,0,4,8,1810,1510,98006,962000,0.5,1810.0
1989,3,2.0,1.0,0,0,3,7,1730,0,98065,299000,0.6666666666666666,1730.0
1990,4,2.0,2.0,0,0,3,8,3110,0,98042,399950,0.5,1555.0
1991,3,1.0,1.0,0,0,3,7,1230,0,98053,322000,0.3333333333333333,1230.0
1992,2,2.0,1.0,0,0,4,7,950,0,98103,430000,1.0,950.0
1993,3,2.0,1.0,0,0,5,7,1890,0,98042,307000,0.6666666666666666,1890.0
1994,3,2.0,1.0,0,0,3,6,1010,0,98178,194000,0.6666666666666666,1010.0
1995,3,1.0,1.0,0,0,4,6,1010,0,98002,180000,0.3333333333333333,1010.0
1996,4,2.0,1.0,0,0,3,8,1170,1170,98074,465000,0.5,1170.0
1997,4,2.0,2.0,0,0,3,9,2460,0,98007,722500,0.5,1230.0
1998,2,1.0,1.0,0,0,3,7,1010,0,98103,470450,0.5,1010.0
1999,3,2.0,2.0,0,0,3,7,1650,0,98030,280000,0.6666666666666666,825.0
2000,4,2.0,1.0,0,0,4,7,1440,0,98002,176250,0.5,1440.0
2001,5,1.0,2.0,0,0,4,7,1320,390,98126,560000,0.2,660.0
2002,3,2.0,2.0,0,3,3,10,2000,760,98028,830000,0.6666666666666666,1000.0
2003,2,1.0,1.0,0,2,4,7,1350,0,98045,276900,0.5,1350.0
2004,3,2.0,2.0,0,0,3,7,1660,0,98112,625000,0.6666666666666666,830.0
2005,4,2.0,2.0,0,0,3,8,2160,800,98102,1020000,0.5,1080.0
2006,1,1.0,1.0,0,0,4,6,1090,0,98118,463500,1.0,1090.0
2007,3,2.0,2.0,0,0,3,9,3110,0,98058,485000,0.6666666666666666,1555.0
2008,3,2.0,1.0,0,0,3,7,1380,0,98001,272000,0.6666666666666666,1380.0
2009,2,1.0,2.0,0,0,3,7,1290,0,98053,305000,0.5,645.0
2010,3,2.0,1.0,0,0,5,7,1980,0,98040,760000,0.6666666666666666,1980.0
2011,2,1.0,1.0,0,0,4,7,870,0,98125,387500,0.5,870.0
2012,4,2.0,2.0,0,0,3,8,2470,0,98038,352000,0.5,1235.0
2013,3,2.0,1.0,0,0,5,8,1490,650,98058,507000,0.6666666666666666,1490.0
2014,3,1.0,1.0,0,0,3,6,770,0,98188,156000,0.3333333333333333,770.0
2015,3,3.0,3.0,0,0,3,8,1220,270,98102,580000,1.0,406.6666666666667
2016,4,2.0,1.0,0,0,4,8,1610,900,98075,630000,0.5,1610.0
2017,5,2.0,1.0,0,0,3,7,1130,820,98146,275000,0.4,1130.0
2018,5,4.0,1.0,0,2,5,8,1800,1800,98034,835000,0.8,1800.0
2019,4,2.0,2.0,0,0,3,8,2380,0,98055,340000,0.5,1190.0
2020,2,1.0,1.0,0,0,3,6,720,0,98117,329350,0.5,720.0
2021,3,4.0,2.0,0,0,3,11,4070,0,98033,1480000,1.3333333333333333,2035.0
2022,3,1.0,1.0,0,0,3,7,1250,0,98075,475000,0.3333333333333333,1250.0
2023,3,2.0,3.0,0,0,3,8,2190,0,98117,719950,0.6666666666666666,730.0
2024,1,1.0,1.0,0,0,5,7,810,0,98126,235000,1.0,810.0
2025,3,2.0,1.0,0,0,3,8,1320,1120,98115,875000,0.6666666666666666,1320.0
2026,4,2.0,1.0,0,0,3,7,1740,0,98188,380000,0.5,1740.0
2027,3,2.0,2.0,0,0,3,7,1480,0,98010,325000,0.6666666666666666,740.0
2028,4,2.0,2.0,0,0,3,9,2120,0,98072,475000,0.5,1060.0
2029,1,1.0,1.0,0,0,5,6,900,0,98022,152900,1.0,900.0
2030,2,2.0,1.0,0,0,3,6,1190,0,98146,210000,1.0,1190.0
2031,4,1.0,1.0,0,0,3,6,750,260,98136,350000,0.25,750.0
2032,3,2.0,2.0,0,0,4,8,2100,0,98059,505000,0.6666666666666666,1050.0
2033,4,2.0,1.0,0,0,4,7,1380,640,98034,464900,0.5,1380.0
2034,3,2.0,1.0,0,0,3,8,1790,730,98116,650000,0.6666666666666666,1790.0
2035,2,3.0,2.0,0,0,3,8,1080,290,98133,369950,1.5,540.0
2036,3,2.0,2.0,0,0,3,7,1530,0,98108,250000,0.6666666666666666,765.0
2037,3,2.0,2.0,0,0,3,7,1530,0,98108,320000,0.6666666666666666,765.0
2038,4,4.0,1.0,0,3,3,10,3420,1620,98105,2530000,1.0,3420.0
2039,4,2.0,2.0,0,0,3,7,2530,0,98031,340000,0.5,1265.0
2040,2,2.0,2.0,0,0,5,5,1010,0,98107,440000,1.0,505.0
2041,3,1.0,1.0,0,0,4,7,1200,0,98022,219950,0.3333333333333333,1200.0
2042,4,3.0,1.0,0,0,5,9,2720,0,98040,940000,0.75,2720.0
2043,4,2.0,2.0,0,0,3,6,1110,740,98126,399950,0.5,555.0
2044,3,3.0,1.0,0,0,4,9,2340,0,98112,1570000,1.0,2340.0
2045,4,2.0,1.0,0,0,3,7,1460,400,98034,528000,0.5,1460.0
2046,4,2.0,1.0,0,0,4,8,1560,380,98034,545000,0.5,1560.0
2047,2,2.0,1.0,0,0,3,8,1680,0,98053,575000,1.0,1680.0
2048,4,3.0,1.0,0,0,3,8,1250,520,98023,235000,0.75,1250.0
2049,3,2.0,2.0,0,0,3,8,1790,0,98092,272000,0.6666666666666666,895.0
2050,4,2.0,1.0,0,0,4,8,1720,0,98059,380000,0.5,1720.0
2051,3,1.0,2.0,0,0,3,7,1280,0,98155,195000,0.3333333333333333,640.0
2052,3,2.0,2.0,0,0,3,7,1690,0,98038,297000,0.6666666666666666,845.0
2053,4,2.0,2.0,0,0,3,8,2190,0,98023,349000,0.5,1095.0
2054,2,1.0,1.0,0,2,4,6,710,0,98126,320000,0.5,710.0
2055,4,2.0,1.0,0,0,3,7,1890,0,98148,319990,0.5,1890.0
2056,2,2.0,2.0,0,0,5,8,1410,0,98024,439900,1.0,705.0
2057,3,3.0,2.0,0,0,3,8,1820,390,98125,429000,1.0,910.0
2058,3,2.0,1.0,0,0,3,7,1540,0,98038,272500,0.6666666666666666,1540.0
2059,4,2.0,1.0,0,0,4,7,1350,0,98125,400000,0.5,1350.0
2060,5,2.0,2.0,0,0,3,7,1380,0,98103,462000,0.4,690.0
2061,2,1.0,1.0,0,0,3,7,890,0,98115,510000,0.5,890.0
2062,3,2.0,2.0,0,0,3,8,1900,0,98007,550000,0.6666666666666666,950.0
2063,3,1.0,1.0,0,0,3,6,1240,0,98042,150000,0.3333333333333333,1240.0
2064,3,2.0,1.0,0,0,3,7,1210,520,98034,460000,0.6666666666666666,1210.0
2065,4,2.0,2.0,0,0,3,10,2090,0,98074,632500,0.5,1045.0
2066,3,2.0,1.0,0,0,4,7,1650,0,98077,361000,0.6666666666666666,1650.0
2067,3,2.0,2.0,0,0,3,8,1030,100,98117,437000,0.6666666666666666,515.0
2068,6,3.0,1.0,0,0,4,6,2160,1080,98002,370000,0.5,2160.0
2069,4,2.0,2.0,0,0,3,10,3840,0,98075,884250,0.5,1920.0
2070,3,1.0,1.0,0,0,4,6,1200,0,98038,225000,0.3333333333333333,1200.0
2071,2,1.0,1.0,0,0,3,6,870,0,98126,235000,0.5,870.0
2072,6,4.0,2.0,0,4,3,9,2220,190,98136,767500,0.6666666666666666,1110.0
2073,3,2.0,2.0,1,4,4,6,1560,0,98040,1200000,0.6666666666666666,780.0
2074,3,2.0,2.0,0,0,3,9,2410,0,98053,715000,0.6666666666666666,1205.0
2075,4,2.0,1.0,0,0,3,7,1380,920,98125,417000,0.5,1380.0
2076,3,1.0,1.0,0,0,4,7,1390,0,98042,199000,0.3333333333333333,1390.0
2077,5,2.0,2.0,0,0,3,8,2320,600,98112,875000,0.4,1160.0
2078,4,2.0,2.0,0,0,3,7,1370,0,98117,545000,0.5,685.0
2079,2,1.0,1.0,0,0,3,6,950,0,98168,192500,0.5,950.0
2080,3,2.0,2.0,0,0,3,10,3090,0,98052,822500,0.6666666666666666,1545.0
2081,4,2.0,1.0,0,0,3,9,1590,800,98040,800000,0.5,1590.0
2082,3,2.0,2.0,0,0,3,9,2070,0,98112,1250000,0.6666666666666666,1035.0
2083,4,4.0,2.0,1,4,4,11,5770,0,98040,3850000,1.0,2885.0
2084,3,2.0,2.0,0,0,3,7,1460,0,98038,295000,0.6666666666666666,730.0
2085,2,2.0,1.0,0,0,3,8,1510,0,98053,419000,1.0,1510.0
2086,5,3.0,1.0,0,0,3,11,2610,2570,98006,1200000,0.6,2610.0
2087,4,3.0,2.0,0,0,3,11,3430,0,98075,750000,0.75,1715.0
2088,4,2.0,1.0,0,0,3,7,1700,0,98177,502000,0.5,1700.0
2089,3,2.0,1.0,0,3,4,9,1320,1320,98040,1030000,0.6666666666666666,1320.0
2090,3,1.0,2.0,0,0,3,6,1200,0,98125,398500,0.3333333333333333,600.0
2091,2,2.0,2.0,0,2,4,7,1850,0,98126,700000,1.0,925.0
2092,5,2.0,1.0,0,0,4,7,1510,0,98168,248000,0.4,1510.0
2093,4,2.0,1.0,0,0,5,7,1070,1060,98103,800000,0.5,1070.0
2094,4,2.0,2.0,0,0,3,9,2640,0,98092,383000,0.5,1320.0
2095,4,3.0,2.0,0,3,3,8,1970,1030,98144,688000,0.75,985.0
2096,3,2.0,1.0,0,0,5,7,1060,810,98125,521000,0.6666666666666666,1060.0
2097,2,1.0,1.0,0,0,3,7,990,0,98125,365000,0.5,990.0
2098,3,2.0,1.0,0,0,3,7,1605,400,98122,491000,0.6666666666666666,1605.0
2099,3,3.0,1.0,0,0,5,8,1400,630,98008,643000,1.0,1400.0
2100,3,2.0,1.0,0,0,2,7,1060,440,98023,279000,0.6666666666666666,1060.0
2101,4,1.0,2.0,0,0,4,7,1530,0,98107,583500,0.25,765.0
2102,3,2.0,2.0,0,0,3,7,1990,0,98038,310000,0.6666666666666666,995.0
2103,3,2.0,1.0,0,0,4,7,1100,320,98056,310000,0.6666666666666666,1100.0
2104,3,1.0,1.0,0,0,4,6,1400,0,98198,280000,0.3333333333333333,1400.0
2105,4,2.0,2.0,0,0,3,7,1870,0,98058,272000,0.5,935.0
2106,4,3.0,2.0,0,0,3,9,2680,360,98074,870000,0.75,1340.0
2107,3,2.0,1.0,0,0,3,7,1390,400,98058,307000,0.6666666666666666,1390.0
2108,2,2.0,1.0,0,0,4,7,920,670,98116,490000,1.0,920.0
2109,3,2.0,1.0,0,0,5,7,1170,880,98155,399950,0.6666666666666666,1170.0
2110,5,4.0,1.0,0,0,3,10,2110,2110,98004,1640000,0.8,2110.0
2111,5,4.0,2.0,0,0,3,11,4030,0,98075,989000,0.8,2015.0
2112,4,2.0,1.0,0,0,5,7,1050,720,98042,264950,0.5,1050.0
2113,4,3.0,1.0,0,0,3,8,1400,700,98034,491500,0.75,1400.0
2114,3,2.0,2.0,0,0,3,7,2120,0,98059,345000,0.6666666666666666,1060.0
2115,4,2.0,1.0,0,0,4,8,2020,580,98092,339900,0.5,2020.0
2116,3,3.0,2.0,0,0,3,7,1860,540,98102,852000,1.0,930.0
2117,5,4.0,1.0,0,3,3,7,1690,1490,98075,585000,0.8,1690.0
2118,4,2.0,1.0,0,0,4,8,1640,1150,98006,723000,0.5,1640.0
2119,3,2.0,2.0,0,0,3,8,2080,0,98072,594000,0.6666666666666666,1040.0
2120,2,2.0,2.0,0,0,4,7,1370,0,98033,405000,1.0,685.0
2121,4,2.0,2.0,0,0,3,9,2790,0,98053,725500,0.5,1395.0
2122,2,1.0,1.0,0,0,3,8,1740,0,98103,800000,0.5,1740.0
2123,3,4.0,1.0,0,2,4,10,3810,2590,98177,1330000,1.3333333333333333,3810.0
2124,3,2.0,2.0,0,0,3,7,1800,0,98030,180500,0.6666666666666666,900.0
2125,3,2.0,2.0,0,0,3,7,1800,0,98030,325000,0.6666666666666666,900.0
2126,3,2.0,1.0,0,0,4,7,1190,0,98092,235000,0.6666666666666666,1190.0
2127,2,1.0,1.0,0,0,4,7,860,0,98146,330000,0.5,860.0
2128,3,2.0,1.0,0,2,4,8,1370,1090,98136,678500,0.6666666666666666,1370.0
2129,4,2.0,2.0,0,0,4,7,1980,0,98034,463000,0.5,990.0
2130,2,1.0,1.0,0,0,3,6,670,0,98106,250000,0.5,670.0
2131,3,2.0,2.0,0,0,4,8,1410,0,98118,655000,0.6666666666666666,705.0
2132,4,2.0,1.0,0,0,3,8,1120,740,98023,239900,0.5,1120.0
2133,3,1.0,1.0,0,0,3,7,980,0,98001,185000,0.3333333333333333,980.0
2134,4,2.0,2.0,0,3,4,9,2080,960,98105,1740000,0.5,1040.0
2135,3,2.0,1.0,0,0,3,7,1240,570,98178,251700,0.6666666666666666,1240.0
2136,4,2.0,1.0,0,0,3,8,1320,240,98177,400000,0.5,1320.0
2137,4,2.0,1.0,0,0,3,8,1340,760,98004,735000,0.5,1340.0
2138,5,2.0,2.0,1,4,5,8,2500,0,98008,1700000,0.4,1250.0
2139,2,1.0,1.0,0,0,2,5,520,0,98168,82500,0.5,520.0
2140,4,4.0,2.0,0,0,3,10,3010,0,98075,765000,1.0,1505.0
2141,4,2.0,1.0,0,0,3,7,1420,720,98023,292500,0.5,1420.0
2142,3,2.0,1.0,0,0,4,7,1990,400,98058,270000,0.6666666666666666,1990.0
2143,2,1.0,1.0,0,0,3,7,1090,420,98133,415000,0.5,1090.0
2144,4,2.0,1.0,0,0,4,7,1460,750,98004,950000,0.5,1460.0
2145,3,3.0,2.0,0,0,3,7,2170,0,98038,353000,1.0,1085.0
2146,3,2.0,3.0,0,0,3,8,1790,0,98107,670950,0.6666666666666666,596.6666666666666
2147,3,2.0,1.0,0,3,4,7,840,550,98055,280950,0.6666666666666666,840.0
2148,3,2.0,1.0,0,0,4,8,1850,0,98027,585000,0.6666666666666666,1850.0
2149,2,2.0,1.0,0,0,3,8,1480,0,98027,525000,1.0,1480.0
2150,3,2.0,1.0,0,0,4,8,1370,480,98008,605000,0.6666666666666666,1370.0
2151,4,4.0,2.0,0,0,3,9,2550,800,98117,1010000,1.0,1275.0
2152,3,1.0,1.0,0,0,3,7,1040,0,98188,245990,0.3333333333333333,1040.0
2153,4,2.0,2.0,0,0,3,10,2810,0,98058,535000,0.5,1405.0
2154,1,2.0,1.0,0,0,3,7,1010,0,98136,410000,2.0,1010.0
2155,3,2.0,2.0,0,0,4,8,2250,0,98011,550000,0.6666666666666666,1125.0
2156,3,2.0,1.0,0,0,3,8,1800,0,98008,665000,0.6666666666666666,1800.0
2157,3,1.0,1.0,0,0,4,7,1890,510,98028,455000,0.3333333333333333,1890.0
2158,4,1.0,2.0,0,0,3,7,1780,0,98103,440000,0.25,890.0
2159,3,2.0,1.0,0,0,3,9,1720,400,98001,332000,0.6666666666666666,1720.0
2160,3,2.0,2.0,0,0,3,7,1860,0,98023,280000,0.6666666666666666,930.0
2161,3,4.0,2.0,0,0,3,8,1150,310,98122,570000,1.3333333333333333,575.0
2162,3,1.0,1.0,0,0,4,7,1230,0,98055,250000,0.3333333333333333,1230.0
2163,2,1.0,1.0,0,0,3,6,1088,0,98001,238000,0.5,1088.0
2164,3,1.0,1.0,0,0,3,6,700,100,98155,265000,0.3333333333333333,700.0
2165,3,1.0,1.0,0,0,4,7,1190,0,98028,306000,0.3333333333333333,1190.0
2166,5,3.0,1.0,0,0,3,7,1240,700,98056,345000,0.6,1240.0
2167,4,2.0,1.0,0,0,4,9,1720,1580,98177,765000,0.5,1720.0
2168,4,2.0,2.0,0,0,3,8,2590,0,98092,346300,0.5,1295.0
2169,3,2.0,1.0,0,0,3,8,2080,0,98022,342500,0.6666666666666666,2080.0
2170,4,2.0,2.0,0,0,3,7,2680,0,98011,501000,0.5,1340.0
2171,3,2.0,1.0,0,0,4,7,1300,370,98042,270000,0.6666666666666666,1300.0
2172,3,1.0,2.0,0,0,4,8,1720,110,98122,638000,0.3333333333333333,860.0
2173,3,2.0,1.0,0,0,4,8,700,700,98119,460000,0.6666666666666666,700.0
2174,4,2.0,1.0,0,0,4,7,1470,1300,98004,760000,0.5,1470.0
2175,3,2.0,1.0,0,0,4,9,2150,1480,98040,1090000,0.6666666666666666,2150.0
2176,3,1.0,1.0,0,0,3,6,1040,0,98019,234000,0.3333333333333333,1040.0
2177,3,3.0,2.0,1,4,4,10,2690,0,98006,1650000,1.0,1345.0
2178,5,2.0,2.0,0,0,4,7,2020,0,98117,488000,0.4,1010.0
2179,5,2.0,2.0,0,0,4,9,2450,0,98004,1550000,0.4,1225.0
2180,4,3.0,2.0,0,0,3,7,2030,0,98177,499000,0.75,1015.0
2181,3,1.0,1.0,0,0,3,7,1450,0,98178,150000,0.3333333333333333,1450.0
2182,4,2.0,2.0,0,0,3,8,2400,0,98003,333000,0.5,1200.0
2183,4,3.0,1.0,0,1,4,8,1860,1010,98155,700000,0.75,1860.0
2184,4,1.0,2.0,0,0,3,7,1340,0,98168,275000,0.25,670.0
2185,3,2.0,1.0,0,0,3,7,1080,600,98146,330000,0.6666666666666666,1080.0
2186,4,2.0,1.0,0,0,3,7,1850,0,98155,360000,0.5,1850.0
2187,3,1.0,2.0,0,0,3,7,1220,0,98125,467000,0.3333333333333333,610.0
2188,3,2.0,1.0,0,0,4,9,1790,530,98074,568000,0.6666666666666666,1790.0
2189,5,2.0,2.0,0,0,3,8,3220,0,98052,605000,0.4,1610.0
2190,4,3.0,2.0,0,0,3,9,3190,0,98075,750000,0.75,1595.0
2191,3,3.0,2.0,0,0,3,10,3530,0,98053,760000,1.0,1765.0
2192,3,2.0,1.0,0,0,3,7,1240,810,98058,265000,0.6666666666666666,1240.0
2193,3,2.0,1.0,0,0,4,7,1720,0,98006,490000,0.6666666666666666,1720.0
2194,4,2.0,2.0,0,0,3,8,2850,0,98038,360000,0.5,1425.0
2195,4,2.0,1.0,0,0,4,7,1290,980,98023,311750,0.5,1290.0
2196,3,2.0,1.0,0,0,3,8,1420,460,98028,399000,0.6666666666666666,1420.0
2197,4,2.0,2.0,0,0,3,8,2770,0,98042,347000,0.5,1385.0
2198,4,4.0,2.0,0,0,3,12,4490,0,98005,1680000,1.0,2245.0
2199,4,2.0,2.0,0,0,3,9,3110,0,98065,585000,0.5,1555.0
2200,4,2.0,2.0,0,0,3,8,2360,0,98031,340000,0.5,1180.0
2201,3,2.0,2.0,0,0,3,8,2180,0,98029,612000,0.6666666666666666,1090.0
2202,2,2.0,2.0,0,0,3,8,1910,0,98038,230000,1.0,955.0
2203,4,2.0,2.0,0,0,3,9,2260,0,98029,604000,0.5,1130.0
2204,3,2.0,1.0,0,0,4,7,1770,0,98002,250000,0.6666666666666666,1770.0
2205,3,2.0,1.0,0,0,3,7,1460,0,98038,258500,0.6666666666666666,1460.0
2206,4,3.0,1.0,0,0,5,8,1470,610,98199,783000,0.75,1470.0
2207,5,2.0,1.0,0,2,5,8,1550,1410,98199,1050000,0.4,1550.0
2208,4,2.0,2.0,0,0,3,9,3220,0,98033,760000,0.5,1610.0
2209,3,1.0,1.0,0,0,3,7,1140,0,98106,276000,0.3333333333333333,1140.0
2210,4,2.0,1.0,0,0,3,8,1660,0,98008,550000,0.5,1660.0
2211,4,1.0,2.0,0,0,5,7,1430,0,98125,398000,0.25,715.0
2212,3,3.0,2.0,0,0,4,8,1620,200,98107,775000,1.0,810.0
2213,4,3.0,2.0,0,0,3,8,2720,820,98006,1030000,0.75,1360.0
2214,4,1.0,2.0,0,0,5,7,1620,0,98055,327000,0.25,810.0
2215,4,3.0,2.0,0,0,3,8,3100,0,98019,564500,0.75,1550.0
2216,4,2.0,2.0,0,0,5,7,1500,0,98117,782000,0.5,750.0
2217,4,2.0,2.0,0,0,3,9,2820,0,98038,398000,0.5,1410.0
2218,3,2.0,2.0,0,0,3,6,1850,0,98034,257000,0.6666666666666666,925.0
2219,4,2.0,2.0,0,0,4,7,1570,0,98092,235000,0.5,785.0
2220,4,3.0,1.0,0,3,5,8,1550,750,98070,453000,0.75,1550.0
2222,3,2.0,2.0,0,0,4,8,1600,0,98038,275000,0.6666666666666666,800.0
2223,3,2.0,2.0,0,0,3,9,2630,0,98027,665000,0.6666666666666666,1315.0
2224,4,3.0,1.0,0,0,4,8,1540,1480,98052,670000,0.75,1540.0
2225,3,2.0,1.0,0,0,3,7,1060,430,98034,465000,0.6666666666666666,1060.0
2226,3,2.0,1.0,0,0,5,7,1160,0,98042,210000,0.6666666666666666,1160.0
2227,4,2.0,2.0,0,0,3,8,2040,0,98092,265000,0.5,1020.0
2228,2,2.0,2.0,0,0,4,8,1550,0,98033,426000,1.0,775.0
2229,4,2.0,1.0,0,0,4,8,1290,700,98008,529219,0.5,1290.0
2230,3,2.0,2.0,0,0,4,7,1440,460,98072,600000,0.6666666666666666,720.0
2231,5,4.0,2.0,0,0,3,9,3840,0,98074,875000,0.8,1920.0
2232,4,3.0,1.0,0,0,3,7,1200,1200,98199,608000,0.75,1200.0
2233,3,1.0,1.0,0,0,4,7,1660,0,98022,220000,0.3333333333333333,1660.0
2234,4,5.0,1.0,0,3,4,12,3555,2500,98006,1760000,1.25,3555.0
2235,3,2.0,1.0,0,2,4,8,1890,140,98092,295450,0.6666666666666666,1890.0
2236,2,1.0,1.0,0,0,3,7,840,0,98118,315000,0.5,840.0
2237,4,2.0,1.0,0,0,4,7,1450,0,98031,205000,0.5,1450.0
2238,3,2.0,1.0,0,0,3,7,1460,0,98148,310000,0.6666666666666666,1460.0
2239,5,1.0,2.0,0,0,3,9,1890,120,98119,1000000,0.2,945.0
2240,4,2.0,2.0,0,2,3,9,2910,0,98038,525000,0.5,1455.0
2241,4,2.0,1.0,0,0,3,7,1130,750,98168,284000,0.5,1130.0
2242,3,2.0,1.0,0,0,3,8,1450,720,98074,510000,0.6666666666666666,1450.0
2243,2,1.0,1.0,0,0,4,7,1260,0,98103,405000,0.5,1260.0
2244,3,2.0,2.0,0,0,3,8,1970,0,98028,509950,0.6666666666666666,985.0
2245,4,2.0,2.0,0,0,3,8,2090,0,98053,600000,0.5,1045.0
2246,4,4.0,2.0,0,0,3,10,2570,880,98103,990000,1.0,1285.0
2247,3,2.0,1.0,0,0,3,7,1130,0,98178,280005,0.6666666666666666,1130.0
2248,3,2.0,1.0,0,0,4,8,1300,1300,98010,700000,0.6666666666666666,1300.0
2249,3,1.0,1.0,0,0,3,7,1030,0,98126,330000,0.3333333333333333,1030.0
2250,2,1.0,1.0,0,2,3,7,1230,470,98198,340000,0.5,1230.0
2251,2,2.0,2.0,0,0,3,8,1390,90,98052,468000,1.0,695.0
2252,4,2.0,2.0,0,2,4,9,3260,990,98040,1340000,0.5,1630.0
2253,3,2.0,1.0,0,0,3,8,1600,0,98006,515000,0.6666666666666666,1600.0
2254,4,2.0,1.0,0,2,3,7,1870,0,98022,245000,0.5,1870.0
2255,3,2.0,1.0,0,0,4,7,1000,440,98031,265000,0.6666666666666666,1000.0
2256,3,2.0,2.0,0,0,3,9,2720,0,98031,372400,0.6666666666666666,1360.0
2257,3,2.0,1.0,0,0,5,6,1240,0,98155,390000,0.6666666666666666,1240.0
2258,3,1.0,1.0,0,0,4,7,1020,0,98002,208000,0.3333333333333333,1020.0
2260,5,4.0,2.0,0,0,3,8,2310,770,98019,455000,0.8,1155.0
2261,4,2.0,2.0,0,0,3,7,1750,0,98023,270000,0.5,875.0
2262,4,2.0,1.0,0,0,4,7,1210,1320,98008,618000,0.5,1210.0
2263,3,2.0,2.0,0,0,3,7,1580,0,98001,213550,0.6666666666666666,790.0
2264,5,2.0,2.0,0,0,3,7,2340,0,98198,210000,0.4,1170.0
2265,5,4.0,2.0,0,1,3,12,4360,1940,98004,2750000,0.8,2180.0
2266,4,3.0,1.0,0,0,5,7,1200,1200,98133,403500,0.75,1200.0
2267,3,2.0,1.0,0,0,4,7,1300,0,98022,235000,0.6666666666666666,1300.0
2268,3,2.0,1.0,0,0,4,6,880,880,98055,287500,0.6666666666666666,880.0
2269,4,2.0,1.0,0,0,3,7,1020,500,98115,546800,0.5,1020.0
2270,3,2.0,1.0,0,0,4,6,1070,0,98002,183000,0.6666666666666666,1070.0
